x,y
0.9531772575250836,-4.148874067708919
0.35785953177257523,-5.259434761400275
0.7391304347826086,-4.411538598915415
-0.23745819397993317,-6.426864595697836
0.6120401337792643,-4.715516290575594
0.050167224080267525,-5.837894397248108
0.43143812709030094,-5.072399540641677
0.0635451505016722,-5.832762311765271
0.14381270903010024,-5.67114295532879
0.68561872909699,-4.609604198977877
0.5852842809364549,-4.792398163079143
0.23076923076923084,-5.521455972759684
0.8595317725752507,-4.277097228367212
-0.3511705685618729,-6.69093546033461
0.41806020066889626,-5.256537217485469
0.8729096989966554,-4.320260328077011
0.8795986622073577,-4.234876225232736
-0.45150501672240806,-6.87728340356607
-0.5117056856187291,-7.078198051728249
-0.8862876254180602,-7.784634463386026
-0.39799331103678925,-6.863004890413899
0.8327759197324414,-4.242125198575847
-0.5986622073578596,-7.215649160967322
0.45150501672240795,-5.0534355428758095
-0.23076923076923084,-6.5019550223129885
-0.17725752508361203,-6.320315334269175
0.9130434782608696,-4.1276080652104525
-0.030100334448160515,-6.008470024909306
-0.3177257525083612,-6.619018948002066
-0.3846153846153846,-6.832940474934553
-0.30434782608695654,-6.578542541875384
0.4046822742474916,-5.248401734038035
-0.09698996655518399,-6.20710677855416
0.1371237458193979,-5.668052526627374
0.3110367892976589,-5.366477721968941
0.939799331103679,-4.121466391678204
-0.7591973244147157,-7.558706282449624
0.6321070234113713,-4.690905710139743
-0.6655518394648829,-7.268813101573286
-0.05685618729096986,-6.137741185366251
-0.46488294314381273,-6.903350720480438
0.2040133779264215,-5.521557178491277
0.5919732441471572,-4.8354027879454105
0.5518394648829432,-4.85518219919737
-0.34448160535117056,-6.731182045305555
-0.8394648829431438,-7.6414752743204195
-0.6387959866220736,-7.399101661871866
0.2775919732441472,-5.464438466433629
0.7123745819397993,-4.588998938768325
0.1571906354515049,-5.632341715385075
-0.18394648829431437,-6.4023160966384935
-0.5785953177257526,-7.147414507249313
-0.050167224080267525,-6.07049782671254
0.4581939799331103,-5.160236848510496
0.8394648829431437,-4.324200110594075
0.28428093645484953,-5.452864751173508
-1.0,-8.015474155251729
-0.4247491638795987,-6.8051522667224384
0.25083612040133785,-5.484891478490467
0.39799331103678925,-5.225836665130979
0.7190635451505016,-4.615156884889436
-0.7324414715719063,-7.530187272475604
-0.6053511705685619,-7.188879412847454
-0.7525083612040133,-7.53187734065142
0.29096989966555187,-5.472871671346388
-0.5451505016722409,-7.052335813738711
0.866220735785953,-4.300863053087358
-0.19732441471571904,-6.447510542610015
-0.25083612040133785,-6.492190916006661
0.6655518394648829,-4.6509838921982745
-0.8127090301003345,-7.646848141588205
0.725752508361204,-4.541623633365054
-0.4782608695652174,-6.99679479162746
0.11036789297658856,-5.792461944743673
-0.27090301003344486,-6.559642976389578
0.4782608695652173,-5.0505017732549335
-0.14381270903010035,-6.284633201226067
0.7324414715719063,-4.531957199673518
-0.5250836120401338,-7.108683671386531
0.9331103678929766,-4.1747230538651054
-0.8260869565217391,-7.627687502396249
0.531772575250836,-4.95844983639846
0.5050167224080266,-5.042948171859615
-0.41137123745819404,-6.782867404506755
-0.36454849498327757,-6.736123399519855
-0.8595317725752508,-7.70333481514962
0.6722408026755853,-4.716061181063599
-0.7926421404682275,-7.546667063039876
0.8193979933110367,-4.36364608263879
-0.3712374581939799,-6.785111241141301
0.7993311036789297,-4.345217632977182
0.2976588628762542,-5.480687454457166
0.7525083612040133,-4.52028557665286
-0.02341137123745818,-6.112771554629853
0.9866220735785953,-4.148129570502215
-0.8193979933110368,-7.652614572392163
-0.6923076923076923,-7.342249028093351
0.2575250836120402,-5.50781256442969
-0.7993311036789298,-7.550491414165922
-0.3311036789297659,-6.639837318832533
-0.6989966555183946,-7.375824416887783
-0.9531772575250836,-7.876481947016331
-0.12374581939799334,-6.216251112155572
0.13043478260869557,-5.656870875126362
-0.16387959866220736,-6.283546832012816
0.5785953177257526,-4.814819554277153
0.3511705685618729,-5.250202151199771
-0.4983277591973244,-6.922477370773433
-0.2441471571906355,-6.561273612761383
-0.9130434782608696,-7.871872243198109
0.10367892976588622,-5.81221089048192
0.17056856187290959,-5.6416875790024275
0.919732441471572,-4.163353846859417
0.01672240802675584,-5.969564409492165
0.3377926421404682,-5.297497651560997
0.08361204013377921,-5.894534798189356
0.41137123745819393,-5.2409516708145985
0.5250836120401337,-4.994502441256742
0.27090301003344486,-5.453944331252778
-0.5652173913043479,-7.1170412587713505
0.04347826086956519,-5.972131062831703
-0.5518394648829432,-7.091601789145966
-0.8060200668896321,-7.5714201833332915
-0.3110367892976589,-6.69227437847422
-0.8461538461538461,-7.751051451965895
0.07692307692307687,-5.824118447569275
-0.6454849498327759,-7.287204747194287
-0.2976588628762542,-6.649021128204646
-0.4448160535117057,-6.881626224501333
-0.137123745819398,-6.177688700747698
